GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006
29009,"Barry, MO",1154808,1191876,1204718,1255144,1362405,1360197
29011,"Barton, MO",389272,393152,429640,438461,411364,395008
29013,"Bates, MO",365665,335404,369797,402286,401355,398415
29015,"Benton, MO",317261,314781,321488,369231,362076,356509
29017,"Bollinger, MO",188539,181237,182423,194799,193231,177558
29019,"Boone, MO",6700229,6809603,7039338,7249131,7494308,7602744
29021,"Buchanan, MO",3999048,4143081,4214712,4398227,4419095,4480133
29023,"Butler, MO",1377177,1402616,1508854,1502190,1561348,1510369
29025,"Caldwell, MO",179130,145610,155094,180204,178312,182383
29027,"Callaway, MO",1426848,1421238,1456569,1489196,1524010,1547223
29029,"Camden, MO",1305962,1330795,1388700,1448823,1558234,1574474
29031,"Cape Girardeau, MO",3133616,3257076,3311704,3465929,3647039,3703026
29033,"Carroll, MO",248786,280744,256853,285240,289321,309536
29035,"Carter, MO",112144,120633,120528,122510,117595,113347
29037,"Cass, MO",1952145,2056495,2210353,2303342,2288757,2283871
29039,"Cedar, MO",255978,261577,280429,289129,289596,291004
29041,"Chariton, MO",222862,239808,234539,247211,229994,240137
29043,"Christian, MO",1150515,1210272,1250327,1335795,1419298,1468307
29045,"Clark, MO",113353,126987,144651,150158,140656,155641
29047,"Clay, MO",9412910,10050023,10454842,10496496,10475393,10097333
29049,"Clinton, MO",395690,397637,391738,433373,439656,440455
29051,"Cole, MO",4252625,4294397,4405771,4529873,4568705,4603438
29053,"Cooper, MO",438494,455678,474631,529824,524247,519194
29055,"Crawford, MO",504386,537613,542139,547924,560758,576175
29057,"Dade, MO",133037,142874,173174,178085,173234,174499
29059,"Dallas, MO",231038,253368,261506,282442,287499,287439
29061,"Daviess, MO",157768,165487,152965,201376,192083,199061
29063,"DeKalb, MO",243447,238106,256830,279282,276725,278148
29065,"Dent, MO",335869,350868,339242,338345,352700,351569
29067,"Douglas, MO",225775,224944,256612,269943,321130,296525
29069,"Dunklin, MO",830457,788506,987347,907735,933564,984843
29071,"Franklin, MO",3546825,3582728,3635086,3877016,3986674,4080897
29073,"Gasconade, MO",395927,393733,391660,424603,432932,435613
29075,"Gentry, MO",163818,161141,146824,190137,209647,230734
29077,"Greene, MO",12701593,12979906,13668151,14183888,14794005,14884494
29079,"Grundy, MO",300916,311095,294230,321139,317218,326132
29081,"Harrison, MO",243604,263078,244883,281659,289284,289850
29083,"Henry, MO",752998,754784,732875,808911,823082,816973
29085,"Hickory, MO",108573,115626,111146,119893,114684,115709
29087,"Holt, MO",172373,174854,165981,163587,163239,191466
29089,"Howard, MO",213404,222534,217124,237469,216050,214113
29091,"Howell, MO",1033217,1049093,1085640,1125166,1177074,1191862
29093,"Iron, MO",369258,369353,367448,369880,428090,389456
29095,"Jackson, MO",41004417,41282229,41151058,41794160,42738367,42761602
29097,"Jasper, MO",4787797,4759249,4892332,5028159,5105941,5159540
29099,"Jefferson, MO",4288528,4419030,4525874,4673618,4849697,4924905
29101,"Johnson, MO",1471978,1567717,1584915,1664835,1681111,1678234
29103,"Knox, MO",129258,129069,132465,143013,106169,114595
29105,"Laclede, MO",941714,959908,995003,1038803,1096935,1033838
29107,"Lafayette, MO",684282,685080,690117,770319,764479,778922
29109,"Lawrence, MO",691736,720083,722445,773239,791730,778838
29111,"Lewis, MO",220481,220914,262618,270749,248165,254761
29113,"Lincoln, MO",852319,904506,994513,1051793,1072093,1069280
29115,"Linn, MO",348018,359568,377141,417682,413609,415306
29117,"Livingston, MO",484253,501465,474389,526806,513153,522647
29119,"McDonald, MO",542440,506729,479763,580566,606730,604055
29121,"Macon, MO",450985,473570,462862,493175,484867,533608
29123,"Madison, MO",215075,226855,232288,251767,264122,262907
29125,"Maries, MO",161026,180152,165698,163114,157672,149105
29127,"Marion, MO",1133581,1152001,1152127,1149542,1095559,1132231
29129,"Mercer, MO",85077,82182,69357,133071,132356,141333
29131,"Miller, MO",568330,591733,609667,647167,678770,668062
29133,"Mississippi, MO",343765,322329,409233,363949,336446,360068
29135,"Moniteau, MO",334339,312910,330012,372992,376855,373466
29137,"Monroe, MO",268550,253518,241701,290070,234610,258121
29139,"Montgomery, MO",298591,300600,314262,325107,293688,316093
29141,"Morgan, MO",399627,445743,429179,473314,501353,493772
29143,"New Madrid, MO",1046697,1032565,1056668,995164,923855,992106
29145,"Newton, MO",1515710,1579705,1587915,1697484,1764396,1750812
29147,"Nodaway, MO",684032,680779,723735,770849,780743,770227
29149,"Oregon, MO",191152,204343,198787,210094,216009,211672
29151,"Osage, MO",256171,267995,273426,321868,350711,360357
29153,"Ozark, MO",143540,156146,153435,156265,156883,148746
29155,"Pemiscot, MO",482432,487399,537376,480008,489979,515040
29157,"Perry, MO",649039,676564,701858,745714,759930,742174
29159,"Pettis, MO",1444702,1424684,1483546,1618936,1652666,1554449
29161,"Phelps, MO",1307585,1377932,1424873,1529899,1545589,1530292
29163,"Pike, MO",517275,545499,555749,582722,540830,552593
29165,"Platte, MO",3855546,3905113,4074549,4239685,4248456,4339972
29167,"Polk, MO",544273,567334,580217,620887,668686,652460
29169,"Pulaski, MO",1636637,1722369,1794139,1864308,2014271,2155695
29171,"Putnam, MO",80605,100829,84621,108461,104000,106826
29173,"Ralls, MO",310434,306824,351743,382472,325502,353333
29175,"Randolph, MO",983794,936683,990461,1061688,1081192,1102414
29177,"Ray, MO",433789,445655,435936,480810,459787,453278
29179,"Reynolds, MO",231593,225678,207183,225268,273589,247237
29181,"Ripley, MO",200211,211189,220158,229793,228442,220339
29183,"St. Charles, MO",9363127,9886382,10689193,11673923,12429411,12911264
29185,"St. Clair, MO",180585,179611,183347,189844,179473,171657
29186,"Ste. Genevieve, MO",547980,558773,568541,559697,589677,602856
29187,"St. Francois, MO",1413799,1478469,1553136,1646696,1707549,1714859
29189,"St. Louis, MO",68288711,69240480,71381702,71307718,73450339,73109828
29195,"Saline, MO",780407,779329,772727,839956,856447,913108
29197,"Schuyler, MO",68916,77565,71755,71918,64415,63022
29199,"Scotland, MO",114558,114106,124006,133437,126558,134868
29201,"Scott, MO",1209347,1226981,1260968,1355910,1353789,1443818
29203,"Shannon, MO",138553,143938,143711,145984,143608,138326
29205,"Shelby, MO",209672,179992,201782,261975,216499,286834
29207,"Stoddard, MO",869562,891155,1025490,997299,1025265,1032040
29209,"Stone, MO",620268,592933,614857,617090,612704,610814
29211,"Sullivan, MO",234346,224262,217750,292854,330884,383503
29213,"Taney, MO",1853016,1878246,1909614,1866318,1971145,2001159
29215,"Texas, MO",445229,445718,449328,465380,471268,456305
29217,"Vernon, MO",577016,558368,589043,623485,628109,633540
29219,"Warren, MO",552005,572612,597684,633639,648879,655033
29221,"Washington, MO",368716,365320,373651,377817,396490,385961
29223,"Wayne, MO",200122,215357,218887,232228,236901,216216
29225,"Webster, MO",570236,590448,624946,673483,700839,717180
29227,"Worth, MO",45066,49348,46338,50459,49461,47043
29229,"Wright, MO",341462,345701,343219,363434,374849,362806
29510,"St. Louis (Independent City), MO",30548471,30765088,31071690,31668955,31543642,31708846
30001,"Beaverhead, MT",293506,264678,284994,306967,347270,323333
30003,"Big Horn, MT",491483,436903,510225,575661,634165,640191
30005,"Blaine, MT",152579,138554,145943,167695,179965,146108
30007,"Broadwater, MT",102768,111682,99545,106445,111911,98575
30009,"Carbon, MT",194025,193073,200069,221130,218373,226173
30011,"Carter, MT",33345,20783,22741,21943,31827,21124
30013,"Cascade, MT",2938218,3025203,3051457,3185771,3414676,3376737
30015,"Chouteau, MT",103795,154186,201630,177415,174316,195593
30017,"Custer, MT",345749,343594,364975,373281,384221,394834
30019,"Daniels, MT",82427,92143,77303,85475,82870,80756
30021,"Dawson, MT",315199,299948,308986,295019,329636,319098
30023,"Deer Lodge, MT",212935,218857,220061,222939,224296,224207
30025,"Fallon, MT",133226,150465,155705,167065,196806,205948
30027,"Fergus, MT",364111,340010,367384,368597,388746,350475
30029,"Flathead, MT",2771348,2844890,2985003,3137159,3412133,3637847
30031,"Gallatin, MT",2519194,2680479,2983433,3400655,3724204,3988465
30033,"Garfield, MT",42822,26977,41874,34141,49467,29850
30035,"Glacier, MT",341569,344174,338226,380592,401457,434363
30037,"Golden Valley, MT",15407,24871,16618,16812,18321,25809
30039,"Granite, MT",66191,75927,68942,67044,65407,70424
30041,"Hill, MT",508010,550955,610767,620176,634846,607050
30043,"Jefferson, MT",264203,289389,278677,285224,282204,265357
30045,"Judith Basin, MT",46693,42844,40678,56065,62073,47273
30047,"Lake, MT",634767,671216,670112,694501,707551,726577
30049,"Lewis and Clark, MT",2420375,2491134,2498128,2550535,2818324,3012431
30051,"Liberty, MT",40522,53908,78291,59355,72616,95322
30053,"Lincoln, MT",455538,494102,495224,497620,517784,549415
30055,"McCone, MT",78422,63668,87783,78039,80572,66423
30057,"Madison, MT",204845,251983,229661,240539,328714,403594
30059,"Meagher, MT",45930,41354,42789,49684,53912,53855
30061,"Mineral, MT",83641,86113,87634,87933,91624,96548
30063,"Missoula, MT",3927791,4108029,4281045,4427902,4542947,4656595
30065,"Musselshell, MT",76198,85146,80352,85559,86348,102231
30067,"Park, MT",426707,461284,452253,460234,474292,503488
30069,"Petroleum, MT",9404,7174,11199,8373,10359,9863
30071,"Phillips, MT",133275,133751,140534,162470,163216,134294
30073,"Pondera, MT",140434,189831,171517,193756,195192,219956
30075,"Powder River, MT",34297,31967,31816,27738,31860,36840
30077,"Powell, MT",171834,177290,172899,168129,171075,189762
30079,"Prairie, MT",32481,23371,32936,29606,35711,27150
30081,"Ravalli, MT",812650,877399,888119,919278,984065,999835
30083,"Richland, MT",306738,291650,311856,374981,469439,553261
30085,"Roosevelt, MT",249275,287677,275443,279855,272443,252773
30087,"Rosebud, MT",1238631,1082294,1193743,1123478,1054002,1051925
30089,"Sanders, MT",253461,294935,288803,290107,283269,317855
30091,"Sheridan, MT",132873,153092,159843,156838,145260,123854
30093,"Silver Bow, MT",1162712,1215387,1236335,1311841,1402257,1381233
30095,"Stillwater, MT",587958,495413,500295,486943,496889,460243
30097,"Sweet Grass, MT",231574,213203,220561,213199,226379,251464
30099,"Teton, MT",152067,169326,166962,191839,204955,194131
30101,"Toole, MT",168086,185005,200260,205725,229122,265370
30103,"Treasure, MT",55506,39994,55106,68735,68068,66717
30105,"Valley, MT",256488,285323,281633,297795,311917,260377
30107,"Wheatland, MT",38178,38765,30735,35227,41452,51095
30109,"Wibaux, MT",29648,26535,30772,25494,31630,26558
30111,"Yellowstone, MT",6120660,6278009,6809370,7193424,7162224,7470370
31001,"Adams, NE",1319367,1348286,1355052,1341441,1463213,1594960
31003,"Antelope, NE",251654,273743,300488,301039,341080,315923
31005,"Arthur, NE",6803,8216,8221,8390,9129,11025
31007,"Banner, NE",15507,14456,30904,24109,33471,29197
31009,"Blaine, NE",15376,17704,20023,16205,16198,13296
31011,"Boone, NE",234650,265891,261577,253627,279941,265973
31013,"Box Butte, NE",492033,472386,520123,525072,557631,547392
31015,"Boyd, NE",56350,50835,67553,55662,65709,66822
31017,"Brown, NE",79738,84755,101688,97444,127183,130905
31019,"Buffalo, NE",1883756,1895367,2048233,2049607,2112585,2188251
31021,"Burt, NE",194809,202821,215840,216370,213924,193453
31023,"Butler, NE",215223,196700,227764,257481,245531,234991
31025,"Cass, NE",527412,509107,559355,598123,592198,589637
31027,"Cedar, NE",316815,332180,334376,361893,367248,347281
31029,"Chase, NE",153779,167415,191365,176364,192622,183798
31031,"Cherry, NE",138938,153344,186897,176941,184250,171123
31033,"Cheyenne, NE",449179,457750,546839,535676,540844,562934
31035,"Clay, NE",223968,223647,266910,269300,303905,263236
31037,"Colfax, NE",428931,461157,467134,462437,492196,543313
31039,"Cuming, NE",464339,567202,511090,462901,531627,581547
31041,"Custer, NE",380699,360584,422718,331126,351794,308524
31043,"Dakota, NE",1495798,912883,969503,981139,1097169,1204292
31045,"Dawes, NE",244938,264454,276530,260283,271957,267619
31047,"Dawson, NE",949965,1008473,1023950,966626,1102940,1234829
31049,"Deuel, NE",60934,60327,82099,55685,51838,47268
31051,"Dixon, NE",172968,185823,181137,186765,206370,177261
31053,"Dodge, NE",1477111,1454688,1468977,1529597,1557999,1689603
31055,"Douglas, NE",30692176,31240892,32570353,34051176,35425333,36839832
31057,"Dundy, NE",66797,59602,78063,64967,79438,82143
31059,"Fillmore, NE",252349,268342,271576,262276,254241,217993
31061,"Franklin, NE",82676,69690,104416,101056,101120,91434
31063,"Frontier, NE",106172,87249,115241,97841,107427,87829
31065,"Furnas, NE",187941,153563,220577,181196,214451,177389
31067,"Gage, NE",826868,814110,857704,921870,955032,976368
31069,"Garden, NE",50358,55151,76402,62164,66485,73873
31071,"Garfield, NE",51701,58817,60505,57900,65990,65908
31073,"Gosper, NE",59660,41789,73561,61897,71981,66566
31075,"Grant, NE",13958,13484,17278,16239,19845,16791
31077,"Greeley, NE",70220,59129,73171,70002,80620,58442
31079,"Hall, NE",2435147,2514349,2624988,2684344,2906484,3062461
31081,"Hamilton, NE",291970,314230,337306,349274,379692,399466
31083,"Harlan, NE",87848,71901,101404,94307,99720,86388
31085,"Hayes, NE",30120,21199,41676,33258,48356,47828
31087,"Hitchcock, NE",81465,70369,89640,78284,96944,85273
31089,"Holt, NE",335269,354108,402889,403122,404846,387962
31091,"Hooker, NE",19069,23132,23397,20343,21082,21548
31093,"Howard, NE",132051,133934,148160,128087,146863,130485
31095,"Jefferson, NE",289289,281738,320689,329963,373508,398730
31097,"Johnson, NE",125565,134125,168347,173012,156778,156686
31099,"Kearney, NE",224216,253213,269928,270622,300437,367240
31101,"Keith, NE",255535,260880,291576,272079,280881,256665
31103,"Keya Paha, NE",16896,21699,24919,21512,26088,22168
31105,"Kimball, NE",125935,119802,153754,144714,155680,159341
31107,"Knox, NE",262243,250703,298599,289370,309130,264118
31109,"Lancaster, NE",13842790,13918246,14449833,14683264,15500362,15891493
31111,"Lincoln, NE",1729282,1785160,1912917,1987635,1955711,1949837
31113,"Logan, NE",19767,19306,25070,21498,23405,17511
31115,"Loup, NE",7276,7923,12914,11689,14084,9454
31117,"McPherson, NE",5872,12335,14294,11935,13055,11915
31119,"Madison, NE",1722825,1800842,1858601,1879947,1886288,1867687
31121,"Merrick, NE",223708,223577,277009,312871,318494,325342
31123,"Morrill, NE",138857,167193,200328,181792,214762,274037
31125,"Nance, NE",99556,90693,105700,107111,116902,103537
31127,"Nemaha, NE",535172,497214,509480,670768,535659,534792
31129,"Nuckolls, NE",153330,145677,197097,176167,175146,196157
31131,"Otoe, NE",619227,590781,727007,836211,786630,820521
31133,"Pawnee, NE",77659,65955,78965,91404,91215,89830
31135,"Perkins, NE",142311,116500,177238,152926,153936,138425
31137,"Phelps, NE",518904,600020,596075,567970,588831,645196
31139,"Pierce, NE",198519,183655,216249,231002,241807,263665
31141,"Platte, NE",1366819,1445536,1543748,1671790,1666145,1819049
31143,"Polk, NE",191453,193438,205515,211692,229877,261274
31145,"Red Willow, NE",414466,397099,442727,436331,472395,447569
31147,"Richardson, NE",302457,254835,298457,319195,318589,323199
31149,"Rock, NE",52487,61680,63560,57608,58960,54631
31151,"Saline, NE",553465,555424,621334,661322,704038,773904
31153,"Sarpy, NE",4886742,5367237,5693329,5916020,6151440,6219809
31155,"Saunders, NE",447233,455125,470077,505164,514423,495216
31157,"Scotts Bluff, NE",1325342,1352551,1403072,1389509,1433526,1430474
31159,"Seward, NE",499497,498327,550569,559945,573012,587173
31161,"Sheridan, NE",137619,164869,175175,151499,170686,161956
31163,"Sherman, NE",69975,63345,86677,81983,89536,78200
31165,"Sioux, NE",19049,34619,41374,32840,36703,42930
31167,"Stanton, NE",149898,166496,168918,179966,187455,172192
31169,"Thayer, NE",230067,217154,262807,258390,295212,274420
31171,"Thomas, NE",18999,20543,21864,20216,21019,20427
31173,"Thurston, NE",223642,235168,262674,259380,277247,282680
31175,"Valley, NE",177010,191546,207680,217741,214594,236370
31177,"Washington, NE",881468,914170,984179,1074550,1046173,1172970
31179,"Wayne, NE",312393,310939,341858,350974,363408,343884
31181,"Webster, NE",107665,99571,124188,112704,125609,111201
31183,"Wheeler, NE",49636,84128,70087,49914,65402,62087
31185,"York, NE",563312,582438,633373,667059,690652,683001
32001,"Churchill, NV",924292,906487,906635,960292,996907,979414
32003,"Clark, NV",80242091,83734793,88280240,98995882,108678011,113105923
32005,"Douglas, NV",1909658,1997261,2088002,2245513,2341424,2312090
32007,"Elko, NV",1975085,1910033,1967695,2180348,2312704,2490579
32009,"Esmeralda, NV",44126,41719,43746,42444,37541,46238
32011,"Eureka, NV",1314427,1369937,1445988,1421309,1330816,1706662
32013,"Humboldt, NV",966463,865218,964758,1104477,1126594,1374725
32015,"Lander, NV",541634,553239,567431,552491,561794,642797
32017,"Lincoln, NV",139169,144651,139462,133649,126475,127499
32019,"Lyon, NV",1073686,1136024,1160855,1296759,1388014,1482346
32021,"Mineral, NV",178119,179222,189496,206805,195713,186590
32023,"Nye, NV",1094899,1172144,1256221,1374376,1482435,1544487
32027,"Pershing, NV",269145,260350,279928,276485,251314,266991
32029,"Storey, NV",212533,217640,231449,233824,222963,278851
32031,"Washoe, NV",21883317,22111795,22764344,24505238,25598176,25592664
32033,"White Pine, NV",407342,415213,409774,453436,530513,608038
32510,"Carson City (Independent City), NV",3134840,3169654,3217106,3306261,3334301,3450874
33001,"Belknap, NH",2734206,2802653,2824163,2821272,2817552,2709049
33003,"Carroll, NH",2145115,2247841,2264647,2277161,2270411,2216935
33005,"Cheshire, NH",3028733,3062821,3120995,3281487,3338742,3460301
33007,"Coos, NH",1288925,1263239,1321874,1341201,1346552,1296150
33009,"Grafton, NH",5032355,5247541,5483430,5555603,5686078,5676074
33011,"Hillsborough, NH",18354720,19025002,20557233,21401088,21845197,22605688
33013,"Merrimack, NH",8751714,8909578,8643074,8667230,8791388,9448258
33015,"Rockingham, NH",14594509,15149920,15968913,16913110,17203101,17854395
33017,"Strafford, NH",4557333,4440868,4542319,4688990,4738478,4657454
33019,"Sullivan, NH",1403786,1484069,1461735,1524509,1554713,1522682
34001,"Atlantic, NJ",14885170,15239133,15416388,15542545,16110806,16852467
34003,"Bergen, NJ",64522012,64964008,66407799,67340353,68162732,68745444
34005,"Burlington, NJ",21599343,22473051,23563757,24174411,24999208,25455114
34007,"Camden, NJ",21772073,22248786,23262683,23374201,23950556,24185657
34009,"Cape May, NJ",4869005,5047851,5225475,5400911,5579736,5486187
34011,"Cumberland, NJ",5728702,5768830,6071533,6324396,6457171,6363876
34013,"Essex, NJ",50709355,51187001,51680017,54078477,53609098,53855521
34015,"Gloucester, NJ",10932163,11184352,12038705,12075497,12006009,11888220
34017,"Hudson, NJ",34849814,35987210,35286609,35772704,38156125,39252475
34019,"Hunterdon, NJ",7270149,7587224,7745670,7999102,7806656,7815170
34021,"Mercer, NJ",26544492,27075868,27649162,27804489,28590297,28744744
34023,"Middlesex, NJ",50899952,51289833,51800051,53216520,53636516,54674799
34025,"Monmouth, NJ",30679229,32294812,32626725,33001347,34213515,34293359
34027,"Morris, NJ",45457116,45651061,46845588,47530895,48807489,50464606
34029,"Ocean, NJ",16870212,17675191,18441409,18982834,19478546,19981172
34031,"Passaic, NJ",20547784,20749365,21451013,21668074,22215577,22446774
34033,"Salem, NJ",5453626,5387271,5796828,6570772,6666332,6839466
34035,"Somerset, NJ",25998493,26440138,28656960,28480669,29931700,32164967
34037,"Sussex, NJ",4427560,4611461,4772257,4918745,5084257,5118789
34039,"Union, NJ",41601216,40672215,40595611,37502265,36449283,36049319
34041,"Warren, NJ",4403672,4614702,4796560,4706006,4724792,4787698
35001,"Bernalillo, NM",29409858,30108292,31643659,34464982,34685975,35348106
35003,"Catron, NM",78601,81173,83960,84929,88499,96302
35005,"Chaves, NM",1873056,1856606,1795086,1907653,1961066,1961088
35006,"Cibola, NM",521413,557865,624834,675690,664846,675352
35007,"Colfax, NM",493461,501349,495977,493464,510362,524624
35009,"Curry, NM",1916110,1939512,2004493,2174683,2230149,2278561
35011,"De Baca, NM",62712,65298,59363,59859,61860,81217
35013,"Doña Ana, NM",5252277,5479122,5932855,6416076,6918771,6939756
35015,"Eddy, NM",2907329,3240891,2980791,2776229,2621537,2710426
35017,"Grant, NM",907383,837480,831590,899453,978345,1032120
35019,"Guadalupe, NM",111171,110010,110979,113954,110727,123235
35021,"Harding, NM",72745,69796,64378,57068,64389,60055
35023,"Hidalgo, NM",118289,116698,113960,119183,137631,162983
35025,"Lea, NM",2700880,2776049,2645162,2789028,2950871,3606922
35027,"Lincoln, NM",544394,586101,596096,601161,582789,594335
35028,"Los Alamos, NM",2255600,2447554,2604225,2579485,2624362,2369937
35029,"Luna, NM",541680,602540,635732,639999,716641,766497
35031,"McKinley, NM",2555155,2541355,2563375,2508206,2411425,2451750
35033,"Mora, NM",82889,87975,88306,88841,86952,86596
35035,"Otero, NM",2276102,2392304,2421470,2490919,2491068,2546957
35037,"Quay, NM",278629,260803,271335,287697,316237,336822
35039,"Rio Arriba, NM",1513381,1670676,1609612,1532382,1522106,1521210
35041,"Roosevelt, NM",509347,565674,528445,593278,584732,582000
35043,"Sandoval, NM",2023917,1954841,3010578,5012141,4504660,4537174
35045,"San Juan, NM",6268953,6286823,6195438,6338548,6351462,6490093
35047,"San Miguel, NM",682042,719513,725351,733301,728268,756842
35049,"Santa Fe, NM",5909177,6358773,6226857,6475128,6666635,7080812
35051,"Sierra, NM",270351,256477,252174,261701,281079,280148
35053,"Socorro, NM",434506,468378,462519,499042,529898,523366
35055,"Taos, NM",894093,939597,974509,982888,1005942,1035227
35057,"Torrance, NM",289939,283547,323251,325235,329927,330023
35059,"Union, NM",334220,377778,309875,289305,300373,269174
35061,"Valencia, NM",1120419,1214705,1269284,1317974,1395352,1449927
36001,"Albany, NY",25619736,25559345,26341642,26658549,26809437,26733314
36003,"Allegany, NY",1294568,1316067,1350421,1365139,1387625,1365150
36005,"Bronx, NY",32778255,33050622,33340890,33733954,34109594,33890471
36007,"Broome, NY",8177807,8076697,8001446,7946599,7997363,8248067
36009,"Cattaraugus, NY",2812514,2844700,2937882,3039651,2971567,2993265
36011,"Cayuga, NY",2350000,2345105,2465438,2593995,2549814,2453606
36013,"Chautauqua, NY",5146712,5218608,5159662,5228847,5279772,5362325
36015,"Chemung, NY",3275905,3283037,3338562,3436206,3501939,3465053
36017,"Chenango, NY",1658118,1666334,1718353,1808555,1829391,1950214
36019,"Clinton, NY",3505743,3722912,3866216,4125228,4115671,4247386
36021,"Columbia, NY",2227129,2129620,2184491,2347425,2261940,2247638
36023,"Cortland, NY",1645499,1661448,1680954,1638693,1641021,1621807
36025,"Delaware, NY",1532862,1596743,2003856,2232185,2191824,2159589
36027,"Dutchess, NY",10278290,10556377,11194181,11658943,11881270,11911807
36029,"Erie, NY",45109097,45742439,46483710,47777760,47835257,49045298
36031,"Essex, NY",1436176,1481773,1499194,1519785,1487549,1500727
36033,"Franklin, NY",1582483,1618567,1678777,1728690,1715291,1730918
36035,"Fulton, NY",1573899,1605472,1670005,1740739,1725907,1730702
36037,"Genesee, NY",2243972,2150243,2183880,2217314,2260708,2261858
36039,"Greene, NY",1396973,1470603,1677296,2059854,2197127,2498418
36041,"Hamilton, NY",186240,196058,209064,217263,216315,212739
36043,"Herkimer, NY",1849124,1948230,1898411,1841149,1776899,1692502
36045,"Jefferson, NY",4932546,4956641,5194721,5451516,5958947,6300463
36047,"Kings, NY",63113339,64085750,65048246,65872618,65572846,65657695
36049,"Lewis, NY",710426,757806,778719,770142,797929,866827
36051,"Livingston, NY",1804379,1819996,1859506,1913191,1902976,1899160
36053,"Madison, NY",2051829,2068213,2124630,2204027,2183836,2116668
36055,"Monroe, NY",44331667,45090157,45807122,45310139,44931017,45394415
36057,"Montgomery, NY",1555089,1580867,1652411,1631244,1645831,1635950
36059,"Nassau, NY",81131101,82471351,84104166,87058747,87524457,88385007
36061,"New York, NY",509411971,485937445,475037039,485710419,516143664,546123247
36063,"Niagara, NY",8907592,9448324,9483602,9708128,9529816,9597659
36065,"Oneida, NY",9336494,9466970,9677452,9833585,9850948,10054557
36067,"Onondaga, NY",24691698,25241846,26333748,26997270,27267427,27308743
36069,"Ontario, NY",5111734,4316385,4431049,4538879,4645677,4760997
36071,"Orange, NY",13834129,14054961,14990652,15626273,15747142,15491942
36073,"Orleans, NY",1157601,1193746,1217844,1209381,1224947,1225394
36075,"Oswego, NY",5899246,5567764,5723245,5684283,5698970,5486020
36077,"Otsego, NY",2075439,2087088,2186110,2293611,2335899,2412814
36079,"Putnam, NY",3240676,3410222,3469184,3699355,3708475,3761860
36081,"Queens, NY",75703532,76063335,77381547,78935796,79227553,79714450
36083,"Rensselaer, NY",5209325,5242811,5392292,5540573,5541595,5733312
36085,"Richmond, NY",13180379,13168989,13409724,13836242,13720682,13299029
36087,"Rockland, NY",17290960,19126613,18978294,19263653,18009765,18569450
36089,"St. Lawrence, NY",4146629,4212843,4251715,4357142,4374533,4229418
36091,"Saratoga, NY",7703180,7964402,8497366,9006281,9194503,9533972
36093,"Schenectady, NY",7999330,8439163,8513581,8525172,8420520,8525258
36095,"Schoharie, NY",901027,884501,922085,918447,934956,931466
36097,"Schuyler, NY",451645,461519,477658,489843,483914,477184
36099,"Seneca, NY",1003520,1058210,1066317,1113623,1145593,1180157
36101,"Steuben, NY",4408894,4048283,3883489,4182119,4404633,4565963
36103,"Suffolk, NY",72450315,74743477,78085724,81545069,82345137,84700031
36105,"Sullivan, NY",2469110,2607577,2763476,2866851,2869626,2794222
36107,"Tioga, NY",819502,869141,941041,1026243,1077804,1215641
36109,"Tompkins, NY",4960729,5124223,5376133,5492785,5447954,5452780
36111,"Ulster, NY",5905850,6069590,6350440,6620018,6638097,6745077
36113,"Warren, NY",3011170,3106448,3255317,3471032,3509822,3528700
36115,"Washington, NY",1611758,1600527,1668502,1767516,1740503,1693473
36117,"Wayne, NY",3250711,3250166,3275322,3328656,3170431,3241303
36119,"Westchester, NY",64249731,64084567,65861597,69879976,70144579,71315442
36121,"Wyoming, NY",1208423,1300099,1378078,1427284,1480020,1437008
36123,"Yates, NY",726941,781146,772719,1233281,1100196,981139
37001,"Alamance, NC",5022664,5299144,5308562,5582859,5653108,5838344
37003,"Alexander, NC",760278,777274,804016,844738,851878,880439
37005,"Alleghany, NC",324767,353240,345990,346464,359665,352856
37007,"Anson, NC",807172,763286,730894,765942,747868,777619
37009,"Ashe, NC",741733,796251,777794,797526,805725,840454
37011,"Avery, NC",598959,638568,621627,608764,642587,621365
37013,"Beaufort, NC",1869497,1763849,1755518,1520207,1637840,1746408
37015,"Bertie, NC",962932,827148,816129,843676,826404,913080
37017,"Bladen, NC",2094590,1668126,1831962,2031094,2066430,2305597
37019,"Brunswick, NC",3196843,3124245,3270766,3656302,3866414,3963100
37021,"Buncombe, NC",9301220,9506537,9861221,10219219,10611810,10942953
37023,"Burke, NC",3000072,3046068,2959826,3059891,3072824,3168410
37025,"Cabarrus, NC",7046426,7199545,7519896,7771983,7995876,8724020
37027,"Caldwell, NC",2583256,2682906,2650124,2653525,2569340,2532614
37029,"Camden, NC",155327,156301,164183,162939,195131,206170
37031,"Carteret, NC",1897179,1958475,2014575,2078208,2174354,2208822
37033,"Caswell, NC",321439,326985,344869,344495,329997,340052
37035,"Catawba, NC",8178185,8077274,7875314,8220649,8383281,8662321
37037,"Chatham, NC",1841875,1847494,1826275,1892063,2110284,2305792
37039,"Cherokee, NC",732451,750187,731182,730801,784385,795847
37041,"Chowan, NC",507368,515450,523074,536110,563695,559054
37043,"Clay, NC",198948,208467,207827,215640,228189,231612
37045,"Cleveland, NC",3176528,3072204,3147789,3246503,3360005,3494757
37047,"Columbus, NC",1468873,1443451,1406275,1435812,1539131,1599074
